Latitude,Longitude,Signal Strength (dBm),Signal Level (0-1),EARFCN,Optimal Band,Bandwidth (MHz),PCI,Download Speed (Mbps),Upload Speed (Mbps),Ping (ms)
23.252575,75.586019,-89.05854419676716,0.44,36294,Unknown,10,98,4.0446202902198145,3.105378555813522,115.90877077197831
35.999814,73.419312,-99.66139133291642,0.29,60085,Unknown,10,223,8.778614444757308,3.318864065585106,123.69478211253058
19.282761,90.548617,-76.66696946659702,0.62,29230,Unknown,5,486,4.526696189273375,2.310737246653678,84.34388002228027
36.690169,73.895309,-73.59384780801685,0.66,45984,Unknown,10,129,5.576919124092397,1.9628357376116798,55.4858243490003
22.956347,90.383446,-87.93431402313313,0.46,65896,n28 (700 MHz),40,503,4.201150438027966,2.182810130851192,84.09036243979021
15.531622,82.603381,-108.5871384835578,0.16,24838,Unknown,10,359,2.2357695241137754,0.5,150.0
31.483737,75.304858,-83.41538814881137,0.52,58014,Unknown,5,339,6.989181857671445,2.1742460009382687,72.4697752717156
21.838151,80.9744,-78.35258320763758,0.59,42077,Unknown,5,418,8.10011810724291,1.8225364101914452,136.87850084097784
33.802017,79.851703,-82.51790980576524,0.54,25094,Unknown,10,315,5.245810588525246,3.965933685934758,150.0
24.959781,72.4046,-92.93314040916974,0.39,38458,Band 8 (900 MHz),5,234,5.887323239146872,2.7922232285259834,87.58040658625238
33.113013,96.342104,-87.28619793508797,0.47,11377,Unknown,10,137,9.181536320183842,1.9638489241348798,67.14192783770457
28.819985,74.522689,-76.09087273929605,0.63,42980,Unknown,5,306,3.313904770000322,3.4075323007926968,132.70732850974196
30.978178,75.700956,-65.3154871063971,0.78,43819,Unknown,10,264,3.6227001827264655,2.2226142337787067,150.0
26.613014,73.429387,-107.16528596575003,0.18,9605,Unknown,10,356,8.629679835838903,3.168918876343722,82.1121734636514
26.508735,84.964164,-84.751794453752,0.5,27728,Unknown,5,2,4.967460478180671,1.8526793984984682,81.4747692930905
17.412364,68.213901,-96.45577535434755,0.34,48436,Unknown,10,463,6.799573701526036,2.233813767689635,80.1674461253873
12.069917,76.031309,-83.75365798005583,0.52,53441,Unknown,5,372,3.827114563699401,3.0905023187952785,139.32648180066087
21.803509,91.380898,-77.29733471516896,0.61,22211,Unknown,10,242,3.3912996843358014,2.7719405909405403,98.44244923671818
19.008216,87.158762,-74.78541895984624,0.65,48634,Unknown,10,415,6.644684597375103,2.367371357228961,150.0
9.876422,72.328922,-87.23551929796677,0.47,58543,Unknown,10,263,6.906442737834553,1.4964135318385583,86.53428520975874
14.671577,70.297059,-84.40089560315518,0.51,57782,Unknown,10,188,6.654449613747497,3.8089461330962058,59.65433872999883
11.985049,69.964441,-81.13966556552239,0.56,39350,Unknown,10,205,6.24322451050974,2.9155398513102098,78.08033510817279
10.039587,90.710992,-102.43276501328444,0.25,67035,n28 (700 MHz),40,391,5.7384054575390095,3.3338416462292617,125.31643564217718
35.759833,82.598513,-75.23640231615232,0.64,59019,Unknown,5,342,6.050092947739283,2.1400944628167515,92.56878404696508
12.049514,83.377519,-92.66869525117912,0.39,29756,Unknown,5,188,1.4301120616162848,0.5,126.18817031576569
31.085066,84.279622,-84.70832560355811,0.5,45267,Unknown,10,211,9.481968105288363,1.6525496829993003,143.94639743871392
35.877641,77.769455,-88.07364964571775,0.46,23148,Unknown,5,184,3.6973188012890743,2.187413133868378,88.51523081769177
17.026559,85.705002,-73.1152766698005,0.67,59790,Unknown,10,213,3.3872924446162984,2.0727274182344635,50.0
23.25814,93.515198,-112.72838743096469,0.1,17105,Unknown,5,234,9.14050616973439,3.8319436651067376,102.40520166176388
33.530983,93.492222,-89.86326199330765,0.43,17830,Unknown,10,441,5.956850144498952,4.443584087377563,101.66360005473098
13.009885,93.578967,-87.8708220311501,0.46,5391,Unknown,5,4,2.9162261350452634,3.2509605607488776,54.87899904367729
19.801114,81.239725,-69.29620425416692,0.72,28285,Unknown,10,289,3.3225668343680295,3.4884480218458744,119.80667315195346
13.5164,89.944614,-78.18768724065636,0.6,1595,Band 3 (1800 MHz),10,336,63.9265608642134,21.50273724200499,10.0
30.593762,84.862344,-85.17060687140464,0.5,62233,n28 (700 MHz),20,132,5.380212585698559,3.660498489410031,99.42464124498575
23.838483,80.349524,-87.38801887350577,0.47,28788,Unknown,10,266,3.24269463874177,1.5108454820070132,87.58569644134309
28.030964,96.805653,-72.19647979162865,0.68,67863,n28 (700 MHz),50,323,8.082914389664507,3.1348051321182138,108.48960428936802
34.026431,69.594623,-94.52309222175646,0.36,33993,Unknown,10,145,5.555389800869487,2.6294466425474443,92.72450651421934
22.533832,79.066938,-81.98208069347127,0.54,23229,Unknown,5,300,3.975013218238196,2.4295687729546294,102.30799827339031
35.016404,96.416094,-88.69665347975842,0.45,42380,Unknown,10,72,6.103022479700441,3.6340469275318448,109.48225020225537
8.857902,78.888278,-80.19633475879223,0.57,64583,n28 (700 MHz),20,60,5.966053318115044,2.1097954940397448,100.17142331658368
19.356455,70.245285,-110.61751562058018,0.13,47266,Unknown,5,216,3.374155035281009,3.7931917687021603,79.0680845201085
18.698517,89.455159,-96.0812196410917,0.34,18223,Unknown,10,383,1.231567462956055,2.552461354954786,99.08838367422618
34.894233,74.0161,-76.04604339312243,0.63,51179,Unknown,10,310,2.8912495898513386,3.4026781426992483,109.70897417538933
29.642879,82.906322,-63.51760798042359,0.81,67345,n28 (700 MHz),50,427,3.8263146409516278,2.148179203385876,112.78500340420621
24.679505,72.469483,-92.79773629022992,0.39,12128,Unknown,5,379,2.3290932791839762,1.5985202111415682,138.99756934185436
36.850644,77.071956,-81.05078232791973,0.56,54289,Unknown,5,160,1.9604642343799212,2.7168840646542503,100.96906932449325
10.12989,80.016638,-87.65302664851053,0.46,58335,Unknown,5,211,5.587683292367664,3.2630106599178905,133.193951630953
23.745068,92.31762,-76.46378580819459,0.62,7771,Unknown,5,29,5.671383756987455,2.1844387099980063,112.30221394946912
22.086499,96.822255,-101.6250030396725,0.26,8689,Unknown,10,366,4.644884779467404,2.917459031363166,102.4343149554886
12.546314,93.587213,-75.04045071773594,0.64,27609,Unknown,10,216,6.472454890330254,2.7899275586087735,139.63911097605362
36.962974,96.591562,-89.76519135238593,0.43,43239,Unknown,10,185,9.172843430125802,2.231992257494643,73.77689311411982
30.462247,80.520244,-78.65919063247024,0.59,13725,Unknown,10,461,5.814794355288741,0.7490413948209942,83.34483618682717
30.440948,94.419826,-89.27649293875693,0.44,62456,n28 (700 MHz),40,49,4.495416981498568,2.998314420453238,120.93421407200965
34.994274,72.965592,-83.66366806811266,0.52,48555,Unknown,5,52,2.70501916985245,1.2891259668823316,111.24798605343047
21.908799,87.742777,-66.6619614063622,0.76,47285,Unknown,10,211,3.6246307584734225,1.7422949986273935,50.0
8.669599,88.055754,-89.17448969055319,0.44,54235,Unknown,10,326,6.9819923594499,3.4422932288033308,128.612561967574
15.834265,84.273251,-95.89289755790662,0.34,18837,Unknown,5,456,2.858086953685881,3.228075169505264,115.87311885018839
32.40207,84.991991,-85.41314102917725,0.49,37982,Band 40 (2300 MHz),20,282,8.043049131520164,2.0389449860052395,91.59295209248495
20.734029,86.447517,-81.8568840458671,0.54,6487,Unknown,5,5,1.9692222844120595,2.2173907325087745,104.87816035150114
24.452858,80.872183,-91.03922593743717,0.41,26414,Unknown,5,403,4.330298540777642,2.4304878613171015,54.04045389220989
32.717532,73.928197,-88.8498253795589,0.45,31852,Unknown,5,250,4.248184995655007,3.5835485233278694,78.34910637953672
36.172835,96.302821,-93.7092326987001,0.38,6505,Unknown,5,295,3.5104876864312224,1.4213664624414746,107.11251160084335
12.679828,88.14173,-102.1848002617058,0.25,28080,Unknown,5,59,3.132281264942535,3.5774939503558203,115.51339221056446
15.756206,83.407738,-78.69597594144135,0.59,14550,Unknown,5,112,8.958354535418138,1.565276819191499,121.28814664488364
13.122079,78.749688,-97.10181905097282,0.33,29018,Unknown,10,39,6.394786652390557,1.1283829109567909,90.38963458513727
24.114258,74.567185,-82.78495644789578,0.53,721,Unknown,10,385,2.1521750571397984,4.076452908834154,141.2340662029331
33.467534,86.871715,-86.78109731641817,0.47,16860,Unknown,10,23,1.9192579581352627,2.508114698472211,102.34585395080276
28.313847,80.202272,-78.22125813624663,0.6,30431,Unknown,10,498,5.1461675295816764,3.178305254054659,110.20877229634308
24.702207,87.190891,-67.96378162984793,0.74,38918,Unknown,5,129,3.1998993167819427,3.0436541282806067,148.05696374769946
14.886824,75.865147,-111.79984485964468,0.12,327,Band 1 (2100 MHz),15,119,45.596497451136706,23.09870693753271,27.515213761350303
30.488855,77.723638,-82.8655600113305,0.53,59035,Unknown,10,334,3.487426701049343,1.4822670599105394,110.91309720183492
27.71155,71.147132,-84.51460860177365,0.51,38217,Band 40 (2300 MHz),50,501,7.168233091809814,3.992100025829338,123.7772527824039
33.581125,70.645402,-95.37980405737589,0.35,48024,Unknown,10,377,1.6899025298109538,1.3710367348668346,150.0
12.889449,68.556666,-77.77223226067227,0.6,44549,Unknown,10,331,5.377224683950024,1.8298100894139944,150.0
22.98924,95.518868,-80.8604981719276,0.56,5474,Unknown,5,488,6.060059851726813,1.938115348737515,114.25604883841294
9.418443,79.865508,-80.67181458734677,0.56,21865,Unknown,5,153,6.201019594454374,2.0162192428304473,100.85018454660647
9.689665,88.251645,-77.3029868567086,0.61,15684,Unknown,5,415,6.9552271545650495,1.5724710591473317,116.91405098503657
10.842448,90.714825,-81.70067596149929,0.55,4054,Unknown,5,12,6.185711330207356,0.8935410989595862,85.35076639865525
30.067936,83.944025,-86.85265914930358,0.47,24520,Unknown,5,212,3.7835217038709215,2.9412398221702714,94.66041376145965
10.221484,96.837041,-104.55086113918149,0.22,34819,Unknown,10,22,3.164768021787336,2.177477880892943,133.54505645121924
20.465527,72.445332,-83.62241594825963,0.52,64501,n28 (700 MHz),20,102,4.117244993410742,1.7399962227853458,50.0
12.552373,88.464205,-92.16006609346864,0.4,45335,Unknown,10,241,6.129494710313784,2.959242806379311,78.37645609570035
13.416284,90.156496,-112.634441636088,0.11,68203,n28 (700 MHz),20,402,2.5330321801597475,4.011680003743029,50.82136787061786
18.658426,89.152449,-76.30918226734019,0.62,30134,Unknown,5,348,7.1346339103495255,3.4374027104720324,133.05161459767237
31.824656,87.37072,-91.98553049382717,0.4,57888,Unknown,10,169,1.0,3.050812835183505,93.94161793740943
24.776842,73.368855,-79.48563461824455,0.58,35763,Unknown,10,112,6.451642296077594,3.099982202575559,90.72146291434736
16.83735,70.88331,-93.32312664034502,0.38,32740,Unknown,5,54,3.1506383632982056,2.3797112884962037,129.7239850037609
30.377581,93.291303,-84.31536935628272,0.51,49915,Unknown,10,296,8.712655426724975,4.145822933218419,51.020319803589146
9.041925,82.485047,-85.2433526626118,0.5,69741,n28 (700 MHz),40,471,7.293956564948663,3.5170655439701535,103.76675567420733
21.018875,69.833089,-80.41399546122369,0.57,66421,n28 (700 MHz),50,83,6.816445048183458,2.8339450479990393,88.60276100378269
31.873088,89.261156,-81.20389943585519,0.55,12738,Unknown,5,7,3.3276257709233503,1.1169821912555262,50.0
10.385885,94.760767,-69.91917149855979,0.72,20045,Unknown,5,303,6.022830510043759,3.7461071546443843,79.93237468421908
36.373988,88.951827,-68.63515814366802,0.73,31560,Unknown,5,39,3.740688203320474,2.836811272387465,132.52483050864598
19.032889,69.695439,-96.66988182140663,0.33,12155,Unknown,5,318,7.413798697943463,3.323383929090878,95.18885540861912
18.124459,91.042442,-72.63579218193748,0.68,63572,n28 (700 MHz),20,131,4.101938194282152,4.186006949770444,150.0
9.029598,96.525231,-83.56713328117975,0.52,31182,Unknown,5,315,3.486439265958266,1.9257181228997249,130.14076175588855
22.668334,90.515448,-71.251139088561,0.7,6630,Unknown,10,442,4.647746793125834,3.3247017407860975,117.57438950663968
33.285506,97.178832,-79.28469303099259,0.58,36069,Unknown,5,475,7.775691940691947,1.099345391357093,102.38782758290562
25.716639,92.318596,-71.327098502307,0.7,57300,Unknown,10,454,5.815454646611677,2.2240036426827747,79.651648125822
11.3182,93.026865,-61.21032778145639,0.84,42635,Unknown,10,445,4.854709383909815,3.7435456010978068,125.55650228131135
34.016784,80.976935,-90.00940537196581,0.43,33655,Unknown,5,383,3.1543741000351315,1.836443796232588,150.0
29.817975,90.243199,-84.12326350699361,0.51,13891,Unknown,5,166,4.542407962964156,2.543125430953049,109.05795055356111
13.880307,76.784386,-80.22703991190576,0.57,39459,Unknown,10,247,5.435026991877571,0.6593276961835486,150.0
31.725264,91.832824,-88.32072355911986,0.45,18229,Unknown,5,430,5.364195824993955,1.8263674235694847,72.459752046559
11.274871,69.970713,-91.55542535810942,0.41,52774,Unknown,5,478,5.998212883959845,1.2531161269610362,96.02446828056688
29.189245,97.209451,-62.74789335613091,0.82,26998,Unknown,5,50,3.9771348583747774,1.9196449971472689,150.0
33.828571,86.677355,-86.05524938770954,0.48,29288,Unknown,5,75,4.463934825344779,1.9872868300447868,65.15016408190823
14.222072,83.583432,-74.32004933446619,0.65,3816,Unknown,5,76,6.199985363931461,2.7487350740722047,66.9086065757096
19.128076,70.80756,-98.18782637670537,0.31,6732,Unknown,10,412,4.091322800568708,3.1992510888287637,120.18939881409078
14.616853,73.776045,-69.72986738774007,0.72,48514,Unknown,10,60,6.140259891035692,1.641524108827358,84.53818605653737
12.283982,77.447286,-102.41764112383302,0.25,6214,Unknown,5,437,7.280026572801571,1.689785433188906,136.0551041818364
9.870221,74.03898,-79.21080693413569,0.58,63654,n28 (700 MHz),20,394,4.865004035500357,3.767044662529271,95.79801921167075
10.867834,72.341988,-74.53351639158221,0.65,13764,Unknown,10,198,3.476144311891435,2.4854399163808236,102.87618720581585
13.102355,82.158052,-81.48073590044322,0.55,15175,Unknown,10,289,1.9573047054178208,2.746347952948499,78.75441515921253
12.50574,80.431495,-72.44062959984304,0.68,8802,Unknown,5,34,6.149123435073431,2.1400668285191364,96.36502321590986
28.86483,96.577579,-88.93051895878747,0.44,62970,n28 (700 MHz),40,293,4.550249244094869,2.3113489790761492,75.81676979732919
31.804122,85.313914,-95.80839520403958,0.35,33268,Unknown,10,285,5.314348384888163,2.7404773898915775,82.10720523377655
8.408357,86.897257,-71.63772750375394,0.69,67635,n28 (700 MHz),50,218,5.4415933738894005,2.276827759027131,130.87482482408882
26.982719,83.12213,-86.610081661947,0.48,15201,Unknown,5,49,8.52697121483549,2.3985711068198436,134.18160791548488
14.190031,96.038162,-89.76979389322737,0.43,7012,Unknown,10,427,3.766926145743489,1.8409822043626995,81.71455099217756
29.376598,94.625278,-86.75661931989727,0.47,67667,n28 (700 MHz),20,312,4.771844713179303,2.505085396128234,145.8139715246539
18.551149,80.961281,-80.4492442427963,0.57,31734,Unknown,5,129,4.7791976721968235,3.3392251446687897,50.0
25.77659,82.045517,-79.16595084201809,0.58,1946,Band 3 (1800 MHz),10,380,60.141554574457246,23.9834208004581,37.180620438372024
35.735623,75.994008,-79.60958503247241,0.58,41132,Unknown,5,172,4.355976058765191,4.417322994137406,87.703970886494
26.733187,96.420347,-87.90227197625241,0.46,45952,Unknown,5,39,3.5827195447880085,1.0625127044928289,139.83971764551856
11.05046,77.685133,-96.45738283052052,0.34,61240,Unknown,5,87,2.51602928010368,4.362529951875271,132.40363011417418
11.923689,82.20858,-80.70285721087427,0.56,59481,Unknown,5,462,4.613095885497947,2.199387863424691,100.33479072196265
22.992959,70.984164,-77.131441975173,0.61,62453,n28 (700 MHz),40,415,8.820276807795008,1.7646901868149145,127.17477948451122
22.479219,77.359958,-84.29350591939439,0.51,28015,Unknown,10,175,6.628378948903972,2.7461839442959675,72.45051588014796
18.888082,78.595204,-81.7361899215444,0.55,62415,n28 (700 MHz),20,43,7.722074721865614,2.7032935029895016,133.81060777063146
26.823763,77.217268,-92.02787945882922,0.4,7297,Unknown,10,346,4.569054128474625,3.0660574588320673,85.49548274788552
28.556856,96.883595,-93.17937290426482,0.38,7391,Unknown,10,139,5.281017808571211,1.9923072298199085,59.77083892056161
25.356599,79.223172,-94.55082288135827,0.36,50929,Unknown,10,97,4.348973174010127,2.6456977820672223,62.799363111540764
22.734138,71.009435,-91.96243220440996,0.4,38865,Unknown,5,447,4.541698681940716,1.3514166847612612,92.57947218553261
36.316053,75.2612,-92.22596781401478,0.4,11170,Unknown,5,180,5.881639597811431,3.1675142353971815,90.74784551983761
8.929081,68.840566,-72.03051627189032,0.69,33733,Unknown,5,155,5.872610141593583,2.590918250856321,106.04776979239611
35.52425,77.872933,-77.10180296487763,0.61,6771,Unknown,10,348,5.8511278430172995,2.167329201487199,71.11972917731539
31.501888,85.050651,-87.72883302759628,0.46,40785,Unknown,10,458,3.3211643786805647,4.171791389714618,137.54984636420005
30.125357,72.592545,-85.67622208070541,0.49,23898,Unknown,10,51,5.4719815292301535,0.6200882946279997,141.50470493312568
36.730171,94.456729,-82.55272081839983,0.53,11036,Unknown,10,36,8.271108356697795,3.52919059020358,78.1063753753442
21.15872,94.468085,-84.71939193616087,0.5,11829,Unknown,10,438,2.6327342067710062,2.348229487054753,80.32738010015902
27.320812,97.029868,-98.47314941548362,0.31,43420,Unknown,10,60,4.331713007724907,4.221103239138698,61.751226148535636
30.325882,84.446477,-93.66819128594145,0.38,65036,n28 (700 MHz),20,436,5.166320166798593,3.4268837505549765,97.36220527248575
34.289388,92.657521,-70.58045846437565,0.71,60332,Unknown,5,93,3.345005428907299,2.2914935690462497,84.04672897115088
21.361524,96.664427,-78.72297605448078,0.59,29870,Unknown,5,105,4.417957053829412,2.211922455771413,67.86783379385622
35.080527,73.851185,-81.53377107524403,0.55,6586,Unknown,10,247,5.748841303034047,3.3726539356295473,121.61694555364147
35.931573,82.955224,-100.60013095298083,0.28,19654,Unknown,10,69,7.188721714561565,1.901648258904173,78.23641699932725
29.189644,70.668057,-78.14082544357278,0.6,22625,Unknown,5,350,4.501779890235792,2.849989264614234,93.37298618077665
29.047321,90.215631,-84.60500785665596,0.51,15151,Unknown,5,38,8.185994159516872,3.3277752143719175,124.06998333653397
26.915439,83.211306,-89.37822122861652,0.44,59867,Unknown,10,108,3.2002840567294637,5.0,101.86712177170928
26.282601,89.486685,-75.53038385181003,0.64,17206,Unknown,10,468,5.848863737561798,2.471158084647306,80.39555301322594
15.772956,79.426614,-90.26714393043322,0.42,6500,Unknown,10,98,4.651698985748885,1.8424584161367326,61.24470197467567
31.016284,90.137718,-94.26052461879264,0.37,10605,Unknown,10,400,2.5362825778560447,3.597075306412628,56.63800489657726
32.1862,73.13334,-84.45659705858125,0.51,65138,n28 (700 MHz),50,97,6.525916513427942,1.292417141781657,127.6544750785441
15.413666,81.924254,-89.44419549395451,0.44,48745,Unknown,10,383,5.509814059034127,3.597430608841038,67.0429700385582
9.297049,82.531907,-97.48930084461459,0.32,68688,n28 (700 MHz),20,287,4.896321608475582,2.9151477329298356,106.79564620725004
16.811982,90.256006,-95.00701436779549,0.36,19564,Unknown,10,194,7.086140983940721,2.6199529302596902,150.0
27.070892,83.349896,-71.00107426888223,0.7,63153,n28 (700 MHz),20,423,3.6966719820299416,1.3453478150964169,100.710251689908
28.057255,78.077638,-78.15577279956274,0.6,15933,Unknown,5,411,6.32026315890168,2.427565592994334,89.20561455597522
12.493789,84.256895,-84.11876230448622,0.51,14465,Unknown,10,24,7.441566213486746,2.6110883513048333,68.65224896133245
25.724996,97.931046,-73.3709742745586,0.67,48848,Unknown,5,133,4.705689389566279,2.821985911619116,86.05000389053474
20.75213,93.666485,-92.23059964712438,0.4,22546,Unknown,5,118,7.798199489615149,2.81837245005863,83.33092335471952
12.109741,82.031968,-77.7264741773114,0.6,39906,Unknown,10,494,1.0,0.5,138.25842979654394
19.536652,93.857298,-96.91815690986309,0.33,14864,Unknown,5,185,3.324481800275631,2.0509598072675193,127.15969288225857
28.3564,69.35327,-100.71395594482973,0.28,37820,Band 40 (2300 MHz),10,286,2.705859708617493,3.7930975212410925,95.32832435597972
28.291146,97.02158,-81.99340551114032,0.54,3017,Unknown,5,198,8.612714318745113,2.164516315220267,146.6541003415244
30.616624,90.461393,-73.02771897210232,0.67,64668,n28 (700 MHz),20,434,5.562231161993431,1.6742611722100862,124.33024310643061
8.081037,95.358805,-94.36244409093732,0.37,5565,Unknown,10,443,9.180687297472069,3.7283006637440756,118.73061549514868
21.604651,90.649051,-83.71732559780658,0.52,43739,Unknown,5,82,5.4488530556416,2.393863475297471,125.74708145463939
27.769256,81.965442,-83.71968783055468,0.52,41253,Unknown,10,337,6.029043415317802,2.044281826095678,109.96059981412556
34.300403,85.716063,-96.30416258776734,0.34,43093,Unknown,5,316,3.2044444044080898,1.0095071342631066,134.75696478466966
28.319498,93.30914,-71.4327150928788,0.69,9212,Unknown,5,26,5.904579985141837,3.133195178671915,80.07196405124253
31.331854,92.664346,-98.83467312455986,0.3,39882,Unknown,5,218,4.75630877737793,2.81470994239076,124.17693331003207
12.180642,96.046893,-85.30593064230756,0.5,30785,Unknown,10,218,5.449198953416519,2.592597148551268,73.55208278242452
10.575417,82.106364,-91.04975756705446,0.41,18354,Unknown,10,202,3.4716383366530685,0.6837334998660043,50.0
15.347103,92.547119,-80.63232248889503,0.56,49094,Unknown,10,67,5.2284652890047125,2.30665405028728,129.4269210515054
20.28376,72.833687,-82.52000835443964,0.54,61323,Unknown,10,384,4.717370939288863,2.065256936807675,50.0
34.059742,88.319648,-70.0160504258115,0.71,61166,Unknown,10,144,6.720801913511107,0.5328935425386325,106.09655098484036
28.528091,89.705671,-72.78156652303998,0.67,35455,Unknown,5,172,2.5740527208031807,3.0674786341372773,96.1038207064783
15.239853,96.246087,-65.41847773087287,0.78,23612,Unknown,5,268,6.696912912940128,2.561182207144246,100.49513365933386
27.884622,97.26446,-106.70219000302106,0.19,36,Band 1 (2100 MHz),20,434,36.273743740837,17.444135160303965,30.418700502668848
19.699488,96.989356,-94.21280639493207,0.37,47025,Unknown,5,195,7.127477132326175,2.1098718090265502,98.46563104535097
18.057415,88.969442,-67.49158928349972,0.75,53830,Unknown,10,295,2.532364396451944,1.589041824556722,139.50639515405447
29.29498,96.214632,-87.77075888055951,0.46,34638,Unknown,10,488,3.8370748814791487,5.0,112.0837486566628
18.767287,88.095057,-69.81285474179155,0.72,37206,Unknown,10,363,4.207052373170911,4.010943680762861,98.60862774206744
22.334274,71.345297,-79.08952135099,0.58,5605,Unknown,5,166,3.9282394423310336,4.935985124229243,59.94951263055928
36.996272,87.325343,-85.85418832833066,0.49,23814,Unknown,10,237,8.883492244103405,2.4856183184903955,104.97754513288125
9.972008,88.477344,-72.02769646488213,0.69,16102,Unknown,10,246,3.4154640280725728,2.7286696696186543,139.24757287070682
8.123981,83.593355,-100.73982663655315,0.28,34533,Unknown,10,17,3.3865541805024337,3.3102972057766435,100.37030212362946
13.773966,87.193599,-95.14256341761488,0.36,8769,Unknown,10,325,5.862294016976523,1.408250570775664,125.9896109447129
34.148405,80.878848,-89.24771634116827,0.44,39502,Unknown,5,58,7.401415502367373,2.94031812142795,123.34195281452003
30.219005,77.436335,-89.81700301017624,0.43,12842,Unknown,10,340,2.1875057908369735,2.318109609631751,103.40096582641455
27.14546,76.125175,-93.11160120142588,0.38,45939,Unknown,10,485,3.2920843392600396,2.362536230260987,103.52871952224528
18.849049,87.840179,-75.86964015353738,0.63,40225,Unknown,5,12,5.770820353864096,2.443756398247788,67.99866677587323
10.465818,68.67996,-77.30811183990414,0.61,47659,Unknown,5,179,5.817885533801906,2.162190227851281,132.2352270940911
24.029803,91.28932,-96.06283624403574,0.34,19750,Unknown,10,346,2.5900844723652554,3.319973642346786,128.38731014845942
18.962892,70.322668,-94.89915313023549,0.36,60532,Unknown,10,288,4.579023938925934,2.4158147289783964,96.76110902551558
36.601823,68.45068,-52.571679282317454,0.96,36312,Unknown,10,189,8.321541714828008,2.594176469173642,122.21000267669436
34.881279,78.014946,-94.59732334832934,0.36,54697,Unknown,5,299,1.672620043607234,3.198827085336207,84.77972638903695
25.623921,97.445111,-93.79932008350312,0.37,42973,Unknown,10,493,6.8603324577631986,2.6938090083311184,99.80797742190586
27.535976,70.065726,-74.59973280137312,0.65,65526,n28 (700 MHz),20,495,5.788253020868296,2.7124480575011476,150.0
15.909003,87.742967,-70.92489585777754,0.7,67719,n28 (700 MHz),50,190,3.111697195960095,0.5,66.01369396457767
26.689863,96.115686,-84.78595954599191,0.5,50637,Unknown,10,125,7.361052582463444,2.707929691961674,119.51468919965308
11.070492,94.858844,-78.35447585605817,0.59,66764,n28 (700 MHz),50,194,6.549546780148715,2.4145187389529874,103.39890458902174
16.924867,76.574208,-74.38409663086608,0.65,51538,Unknown,5,379,2.531285097541358,3.097913507398938,106.60093012208179
12.672187,85.911861,-90.23674688055516,0.43,55283,Unknown,10,33,1.0,1.0269481117398227,87.79944998929824
13.153324,97.85544,-90.34788100559426,0.42,35930,Unknown,5,158,7.962437220497755,1.944874844196388,50.0
16.003508,73.401497,-73.09300382444995,0.67,69105,n28 (700 MHz),20,208,5.39327548350049,3.0020803847533077,123.26871058189707
34.011104,72.511948,-92.32147490099894,0.4,44391,Unknown,5,127,1.0,2.328579086289095,124.23528843185153
35.304717,83.503067,-60.45141979957055,0.85,63535,n28 (700 MHz),40,80,6.103031737960155,3.4721281319000936,134.55956697542368
24.211089,71.778272,-91.00643337042665,0.41,40185,Unknown,5,446,3.2267756249491018,1.5922500494438931,68.70269772476848
13.730324,71.87221,-78.32218439403813,0.6,64213,n28 (700 MHz),50,336,2.4969504915693115,1.792611642937413,69.67159413939065
11.759459,75.460025,-80.2612209386101,0.57,35552,Unknown,10,291,7.1926098241825756,2.282436313744129,109.95364095128829
21.232581,73.534636,-81.05626154607553,0.56,3532,Unknown,10,253,1.0,3.769813933809747,105.01349797674928
15.881635,95.099633,-78.67951522878944,0.59,59150,Unknown,5,101,6.124577835800822,3.8014023903076914,50.0
24.288237,89.951589,-80.41352869082384,0.57,14628,Unknown,5,393,7.077997276613145,1.9715490020996094,70.59058762148209
23.714548,73.106439,-69.92292300686636,0.72,7590,Unknown,5,358,4.182655308587917,4.244031505653213,112.18458137963327
11.533657,88.846493,-71.60859146661984,0.69,28443,Unknown,5,424,4.566156366780162,3.2069333255829875,91.03586485454073
21.133276,80.172617,-86.15122674558552,0.48,5720,Unknown,10,131,4.2191512796987585,2.511557922771419,62.09546184816679
22.34538,73.248395,-92.97790554320889,0.39,6971,Unknown,10,291,7.692187104886547,4.171835858744389,114.09808699238185
21.974836,83.76785,-82.92234121008097,0.53,17751,Unknown,10,90,5.971225160299039,3.7456183122182143,113.99193247742838
19.808593,77.590084,-96.64004910003354,0.33,44974,Unknown,5,8,4.757683901618579,2.309194393657457,97.64736498664115
26.846405,88.527177,-66.16862036213578,0.77,50135,Unknown,10,70,6.100953875681514,3.6974231998049074,120.85878179993156
22.340571,97.741377,-95.58858008857995,0.35,48100,Unknown,5,52,1.0,0.7391724670414979,74.57801622394271
16.303844,94.45879,-88.69958696039816,0.45,11975,Unknown,10,32,4.215180081432197,3.135364461171405,138.1130006699432
14.878636,94.221377,-75.87613426357726,0.63,22447,Unknown,10,257,6.751209861643835,2.498046001132554,61.455417457048036
29.033287,70.498126,-75.3044310806562,0.64,7288,Unknown,5,461,5.727209330983124,3.290641583887672,128.17959670697365
36.917334,75.781441,-81.35573922864653,0.55,3846,Unknown,10,145,8.338493884753,2.463726513700897,91.4083196430167
29.137628,97.323658,-81.02396525454603,0.56,69764,n28 (700 MHz),40,101,7.798029561434063,2.492332197951932,104.87495530747266
35.95046,79.867975,-92.9059922113127,0.39,4424,Unknown,10,239,5.171362223281209,1.617673388563338,124.31710446986051
22.610783,92.525933,-94.69569557937527,0.36,69327,n28 (700 MHz),20,221,4.364138081800714,2.913626377714335,129.70374360678449
